	sim_dom1	sim_dom2	prob1	pval1	score1	aligned_cols1	ident_perc1	prob2	pval2	score2	aligned_cols2	ident_perc2	score_norm1	score_norm2
199	KTI12	AAA_25	95.13	2.1e-07	44.86	24	29	96.24	1.8999999999999998e-08	46.2	24	29	1.8691666666666666	1.925
200	KTI12	Microtub_bd	60.36	0.00018999999999999998	28.59	17	29	65.56	0.00013000000000000002	29.03	17	29	1.6817647058823528	1.7076470588235295
201	KTI12	AIG1	93.18	1.2e-06	42.3	22	32	94.71	2.5e-07	44.13	22	32	1.9227272727272726	2.005909090909091
202	KTI12	TK	96.53	1.8e-08	50.58	35	20	96.62	5.8e-09	49.69	35	20	1.445142857142857	1.4197142857142857
203	KTI12	ArsA_ATPase	94.6	4.3e-07	47.91	39	26	95.21	1.6e-07	51.69	39	26	1.2284615384615383	1.3253846153846154
204	KTI12	ResIII	95.87	5.3e-08	45.32	25	20	97.16	7.000000000000001e-10	45.69	24	21	1.8128	1.9037499999999998
205	KTI12	Myosin_head	86.05	1.9e-05	42.93	25	28	89.24	6.6e-06	49.78	25	28	1.7172	1.9912
206	KTI12	Sulfotransfer_1	70.19	0.00016999999999999999	29.95	26	23	73.17	0.00015	28.44	26	23	1.1519230769230768	1.093846153846154
207	KTI12	MutS_V	92.84	1.2e-06	40.54	23	30	95.36	7.5e-08	43.08	23	30	1.7626086956521738	1.8730434782608696
208	KTI12	AAA_30	94.52	3.2e-07	45.55	23	30	95.26	1.1e-07	46.96	23	30	1.9804347826086954	2.0417391304347827
209	KTI12	AAA_33	99.33	5.200000000000001e-18	99.0	134	22	99.66	7.400000000000001e-22	99.63	134	22	0.7388059701492538	0.7435074626865671
210	KTI12	CoaE	98.1	7e-12	70.15	25	32	98.5	2.7e-13	72.48	25	32	2.806	2.8992
211	KTI12	cobW	95.31	1.3e-07	44.81	22	36	96.79	2.4e-09	46.66	22	36	2.036818181818182	2.1209090909090906
212	KTI12	AAA	96.69	2e-08	46.75	23	30	97.74	1.9e-10	47.8	23	30	2.032608695652174	2.0782608695652174
213	KTI12	ParA	94.27	6.8e-07	44.51	38	24	94.86	3.3e-07	44.55	37	30	1.171315789473684	1.204054054054054
214	KTI12	ATP_bind_1	94.95	1.6e-07	48.39	31	26	95.14	1.2e-07	47.46	31	26	1.560967741935484	1.530967741935484
215	KTI12	PIF1	95.0	2.8e-07	49.59	28	25	95.53	1.1e-07	51.32	31	26	1.7710714285714286	1.655483870967742
216	KTI12	AAA_8	94.81	1.6e-07	48.96	24	21	95.54	4.4000000000000004e-08	50.65	24	21	2.04	2.1104166666666666
217	KTI12	AAA_2	95.4	1.4e-07	45.21	25	32	96.38	1.4e-08	45.67	25	32	1.8084	1.8268
218	KTI12	AAA_6	95.12	9.400000000000001e-08	48.77	24	29	95.89	1.7e-08	49.7	24	29	2.0320833333333335	2.0708333333333333
219	KTI12	AAA_5	96.16	2.5e-07	43.03	23	26	97.01	1.8999999999999998e-08	43.68	23	26	1.8708695652173915	1.8991304347826088
220	KTI12	ABC_tran	85.71	2e-05	32.04	24	29	86.53	2.2e-05	28.35	24	29	1.335	1.1812500000000001
221	KTI12	Rad51	94.98	2.8e-07	46.8	25	24	95.71	7.599999999999999e-08	47.49	25	24	1.8719999999999999	1.8996000000000002
222	KTI12	NB-ARC	94.71	1.9e-07	48.35	25	28	95.7	3.2e-08	49.3	25	28	1.9340000000000002	1.972
223	KTI12	Dynamin_N	92.96	9.2e-07	41.65	22	32	95.14	8.5e-08	44.12	21	33	1.893181818181818	2.1009523809523807
224	KTI12	Arf	93.41	1e-06	40.6	23	26	95.81	3.7999999999999996e-08	43.23	23	26	1.7652173913043478	1.8795652173913042
225	KTI12	CLP1_P	96.26	1e-07	47.16	33	27	96.82	1.5e-08	50.01	33	27	1.429090909090909	1.5154545454545454
226	KTI12	MCM	94.78	1.9e-07	49.6	25	24	95.25	9.1e-08	49.64	25	24	1.984	1.9856
227	KTI12	Roc	91.71	3e-06	34.67	21	33	94.32	5.4e-07	32.97	21	33	1.650952380952381	1.5699999999999998
228	KTI12	AAA_19	95.35	2.3e-07	41.65	25	28	96.6	1.1000000000000001e-08	42.07	25	28	1.666	1.6828
229	KTI12	AAA_18	98.48	1.3e-13	79.07	23	35	98.87	1.9e-15	80.65	23	35	3.4378260869565214	3.506521739130435
230	KTI12	TIP49	94.2	5e-07	49.52	25	24	93.45	9.2e-07	51.41	25	24	1.9808000000000001	2.0564
231	KTI12	AAA_11	94.72	4e-07	44.74	22	32	95.64	8.9e-08	45.15	22	32	2.0336363636363637	2.0522727272727272
232	KTI12	AAA_16	95.6	9.300000000000001e-08	46.1	26	23	96.89	2.0999999999999998e-09	47.41	26	23	1.7730769230769232	1.8234615384615382
233	Sulfotransfer_1	6PF2K	59.09	0.00033999999999999997	25.25	24	21	63.01	0.00029	26.21	24	21	1.0520833333333333	1.0920833333333333
234	Sulfotransfer_1	CoaE	55.47	0.00047000000000000004	23.65	24	21	61.3	0.00031	24.8	24	21	0.9854166666666666	1.0333333333333334
235	Sulfotransfer_1	APS_kinase	62.05	0.00031	23.73	23	22	66.91	0.00023999999999999998	24.34	23	22	1.0317391304347827	1.0582608695652174
236	Ras	ATP-synt_ab	95.34	1e-07	37.33	22	27	93.89	6.7e-07	36.36	22	27	1.6968181818181818	1.6527272727272726
237	Ras	DNA_pol3_delta2	95.13	1.4e-07	39.39	21	29	90.31	4.8e-06	38.66	21	29	1.8757142857142857	1.840952380952381
238	Ras	Thymidylate_kin	95.46	4.0999999999999997e-08	37.9	19	21	94.36	2.2e-07	36.33	19	21	1.9947368421052631	1.9121052631578948
239	Ras	Helicase_RecD	92.46	1.4e-06	30.33	20	20	92.02	1.8000000000000001e-06	30.12	20	20	1.5165	1.506
240	Ras	AAA_22	95.44	9.5e-08	33.69	21	33	95.73	5.5e-08	33.4	21	33	1.604285714285714	1.5904761904761904
241	Ras	AAA_23	95.77	3.7999999999999996e-08	40.09	22	36	94.05	4.9e-07	39.91	22	36	1.8222727272727275	1.814090909090909
242	Ras	AAA_21	95.83	2.7e-08	41.37	18	39	94.91	1.5e-07	40.52	18	39	2.2983333333333333	2.2511111111111113
243	Ras	AAA_25	94.66	3.2e-07	34.24	22	27	93.68	9.000000000000001e-07	33.88	22	27	1.5563636363636364	1.54
244	Ras	TK	95.37	9.199999999999999e-08	36.28	22	27	93.89	7.2e-07	34.85	22	27	1.6490909090909092	1.5840909090909092
245	Ras	ArsA_ATPase	79.91	6.1e-05	27.41	19	32	57.35	0.00033	27.01	19	32	1.4426315789473685	1.421578947368421
246	Ras	AAA_30	93.84	7.7e-07	33.83	18	50	91.24	3.7000000000000006e-06	34.15	18	50	1.8794444444444443	1.8972222222222221
247	Ras	CoaE	96.06	1.7e-08	39.8	21	24	95.09	1.3e-07	38.75	21	24	1.8952380952380952	1.8452380952380953
248	Ras	ParA	83.95	0.00018	23.85	20	30	72.66	0.0005099999999999999	23.44	20	30	1.1925000000000001	1.1720000000000002
249	Ras	SKI	91.84	2e-06	29.82	15	20	88.08	8e-06	28.24	15	20	1.988	1.8826666666666665
250	Ras	PIF1	92.86	1.6e-06	35.1	21	33	87.97	1e-05	34.99	20	35	1.6714285714285715	1.7495
251	Ras	AAA_2	94.7	3e-07	33.9	21	29	94.09	5.9e-07	33.82	22	27	1.6142857142857143	1.5372727272727273
252	Ras	Rad51	94.02	6.8e-07	34.76	21	24	91.41	3.7000000000000006e-06	34.12	21	24	1.6552380952380952	1.6247619047619046
253	Ras	NB-ARC	95.09	1.7e-07	38.01	21	24	93.29	1.2e-06	36.57	21	24	1.8099999999999998	1.7414285714285715
254	Ras	CLP1_P	92.53	1.5e-06	31.64	17	24	86.15	1.3000000000000001e-05	30.17	17	24	1.8611764705882354	1.7747058823529414
255	Ras	MCM	94.83	2.1e-07	38.39	21	29	92.16	2.1000000000000002e-06	37.33	20	30	1.8280952380952382	1.8664999999999998
256	Ras	dNK	96.27	7.2e-09	41.99	21	24	95.36	6.7e-08	40.52	21	24	1.9995238095238097	1.9295238095238096
257	Ras	AAA_19	93.89	9.000000000000001e-07	30.07	21	33	93.91	8.8e-07	30.08	21	33	1.431904761904762	1.4323809523809523
258	Ras	APS_kinase	95.03	1.7e-07	34.5	21	24	94.21	5e-07	34.51	21	24	1.6428571428571428	1.6433333333333333
259	Ras	AAA_16	95.45	7.299999999999999e-08	36.53	22	41	95.35	9e-08	35.99	21	43	1.6604545454545454	1.713809523809524
260	CoaE	IIGP	94.38	3.3e-07	43.3	21	38	92.89	1.2e-06	43.71	21	38	2.0619047619047617	2.0814285714285714
261	CoaE	ATP-synt_ab	95.94	2.5e-08	44.72	24	29	95.86	3e-08	44.39	24	29	1.8633333333333333	1.8495833333333334
262	CoaE	SRP54	95.83	3.3e-08	43.1	24	29	96.1	1.6e-08	43.29	24	29	1.7958333333333334	1.80375
263	CoaE	G-alpha	94.37	3.9e-07	42.23	23	26	93.35	9.6e-07	43.34	23	26	1.836086956521739	1.8843478260869566
264	CoaE	SRPRB	95.49	6.6e-08	42.15	22	23	95.45	6.8e-08	43.06	22	23	1.9159090909090908	1.9572727272727273
265	CoaE	GTP_EFTU	93.91	6.9e-07	39.83	23	30	92.9	1.4e-06	41.04	22	32	1.7317391304347824	1.8654545454545455
266	CoaE	Helicase_RecD	94.66	1.7e-07	38.06	21	24	95.45	4.9e-08	37.99	21	24	1.8123809523809524	1.8090476190476192
267	CoaE	AAA_22	96.19	1.3e-08	41.55	23	30	96.98	7.7e-10	41.83	23	30	1.8065217391304347	1.818695652173913
268	CoaE	AAA_23	95.4	7.4e-08	43.39	24	21	95.04	1.3e-07	44.7	24	21	1.8079166666666666	1.8625
269	CoaE	AAA_21	95.69	2.8999999999999998e-08	45.9	19	26	95.76	2.5e-08	45.76	19	26	2.4157894736842103	2.408421052631579
270	CoaE	AAA_25	95.75	4e-08	42.6	23	26	96.04	1.8999999999999998e-08	42.98	23	26	1.8521739130434782	1.8686956521739129
271	CoaE	Microtub_bd	70.45	8.7e-05	26.57	16	25	61.57	0.00016999999999999999	26.16	15	27	1.660625	1.744
272	CoaE	AIG1	95.17	1.2e-07	41.65	22	32	95.09	1.4e-07	42.27	22	32	1.893181818181818	1.9213636363636366
273	CoaE	TK	96.1	1.6e-08	44.28	23	30	96.11	2.2000000000000002e-08	43.52	23	30	1.9252173913043478	1.8921739130434785
274	CoaE	ArsA_ATPase	92.16	2.3e-06	37.81	23	22	91.86	3.4e-06	40.01	23	22	1.643913043478261	1.7395652173913043
275	CoaE	6PF2K	98.12	1.0000000000000001e-11	61.95	34	24	98.0	2.2999999999999998e-11	61.26	34	24	1.822058823529412	1.801764705882353
276	CoaE	ADK	98.81	1.5e-14	73.77	34	24	98.88	7.3e-15	73.65	34	24	2.169705882352941	2.1661764705882356
277	CoaE	Myosin_head	92.21	2.2e-06	42.65	23	26	90.65	3.7000000000000006e-06	47.64	23	26	1.8543478260869564	2.071304347826087
278	CoaE	MutS_V	94.93	1.3e-07	40.05	22	27	95.58	4.0999999999999997e-08	41.26	22	27	1.8204545454545453	1.8754545454545453
279	CoaE	AAA_30	95.2	1.1e-07	41.92	20	35	94.92	1.7e-07	42.48	20	35	2.096	2.1239999999999997
280	CoaE	AAA_33	98.56	2.8e-13	64.16	32	25	98.84	1.8000000000000002e-14	63.25	32	25	2.005	1.9765625
281	CoaE	cobW	96.19	1.1000000000000001e-08	44.19	22	27	96.81	1.3e-09	44.63	22	27	2.0086363636363633	2.028636363636364
282	CoaE	AAA	96.68	2.6e-09	44.79	27	22	97.27	2e-10	44.63	27	22	1.6588888888888889	1.652962962962963
283	CoaE	ParA	91.97	2.7000000000000004e-06	35.63	23	26	90.28	6.1e-06	34.62	23	26	1.5491304347826087	1.5052173913043476
284	CoaE	ATP_bind_1	94.97	9.199999999999999e-08	43.21	20	30	94.18	2.6e-07	42.23	20	30	2.1605	2.1115
285	CoaE	GBP	94.77	1.9e-07	42.34	22	27	93.76	5.7e-07	42.68	23	30	1.9245454545454548	1.8556521739130434
286	CoaE	SKI	98.82	3.4e-14	70.07	30	23	98.85	3e-14	67.39	30	23	2.3356666666666666	2.2463333333333333
287	CoaE	PIF1	94.93	1.7e-07	44.16	23	22	94.4	3.1e-07	44.93	23	22	1.92	1.953478260869565
288	CoaE	AAA_8	96.35	8.6e-09	48.98	30	20	96.13	1.6e-08	49.4	29	21	1.6326666666666665	1.7034482758620688
289	CoaE	AAA_7	96.03	1.6e-08	47.07	24	25	95.96	2e-08	46.36	24	25	1.96125	1.9316666666666666
290	CoaE	AAA_6	96.45	4.4e-09	49.07	27	22	96.38	5.6000000000000005e-09	48.68	27	22	1.8174074074074074	1.8029629629629629
291	CoaE	ABC_tran	92.61	1.8000000000000001e-06	32.86	23	35	91.14	4.7e-06	28.97	23	35	1.428695652173913	1.2595652173913043
292	CoaE	Rad51	95.48	1e-07	42.89	23	26	95.33	1.3e-07	42.84	23	26	1.8647826086956523	1.8626086956521741
293	CoaE	Dynamin_N	95.18	8.1e-08	41.41	21	33	95.45	4.8e-08	42.19	21	33	1.9719047619047618	2.0090476190476187
294	CoaE	Arf	94.92	1.9e-07	38.95	22	23	95.75	4e-08	40.07	22	23	1.7704545454545455	1.8213636363636363
295	CoaE	CLP1_P	95.09	1.1e-07	40.82	27	41	94.6	2.9e-07	39.95	18	44	1.5118518518518518	2.2194444444444446
296	CoaE	MMR_HSR1	95.79	3.3e-08	38.94	21	29	96.6	3e-09	40.29	21	29	1.854285714285714	1.9185714285714286
297	CoaE	MCM	95.82	4.2e-08	46.47	24	25	95.45	8.5e-08	46.21	24	25	1.93625	1.9254166666666668
298	CoaE	Roc	93.86	6.9e-07	33.1	20	35	94.59	3.7e-07	31.22	20	35	1.655	1.561
299	CoaE	dNK	98.7	1.3e-13	70.24	28	36	98.66	1.5e-13	69.47	28	36	2.5085714285714285	2.4810714285714286
300	CoaE	AAA_19	95.54	7.299999999999999e-08	38.57	23	26	96.21	1.5e-08	38.57	23	26	1.6769565217391305	1.6769565217391305
301	CoaE	AAA_18	98.66	1.2e-14	73.58	28	29	98.71	7.4e-15	72.9	28	29	2.6278571428571427	2.6035714285714286
302	CoaE	TIP49	95.4	1.2e-07	46.28	24	21	93.53	1.1e-06	46.9	24	21	1.9283333333333335	1.9541666666666666
303	CoaE	AAA_11	94.68	2.6e-07	39.83	22	23	94.8	2.2e-07	39.99	22	23	1.8104545454545453	1.8177272727272729
304	CoaE	APS_kinase	97.83	5.6e-11	55.11	23	35	98.03	2.3e-12	60.71	23	35	2.396086956521739	2.6395652173913042
305	CoaE	AAA_16	96.04	1.8e-08	43.61	24	25	96.64	2.7e-09	43.76	24	25	1.8170833333333334	1.8233333333333333
306	cobW	ATP-synt_ab	95.74	4.5e-08	38.97	21	29	94.37	4.1e-07	37.74	21	29	1.8557142857142856	1.7971428571428572
307	cobW	Thymidylate_kin	96.02	1e-08	40.58	18	33	95.07	7.7e-08	38.77	18	33	2.2544444444444443	2.153888888888889
308	cobW	Helicase_RecD	93.62	5.5e-07	32.07	18	33	93.07	8.5e-07	31.72	18	33	1.7816666666666667	1.7622222222222221
309	cobW	AAA_22	95.94	3.1e-08	35.73	21	24	96.17	1.8e-08	35.59	21	24	1.7014285714285713	1.694761904761905
310	cobW	AAA_23	95.9	3.1e-08	40.51	20	20	94.75	2.2e-07	42.03	20	20	2.0255	2.1015
311	cobW	AAA_21	95.84	2.5e-08	41.64	19	26	95.13	9.7e-08	41.92	19	26	2.1915789473684213	2.2063157894736842
312	cobW	AAA_25	95.51	7.9e-08	36.94	20	40	94.79	2.5e-07	36.72	20	40	1.847	1.8359999999999999
313	cobW	Microtub_bd	68.24	0.00011999999999999999	23.31	16	38	50.33	0.00036	23.36	16	38	1.456875	1.46
314	cobW	TK	96.17	3.6e-08	38.05	21	33	95.18	3e-07	36.95	21	33	1.8119047619047617	1.7595238095238097
315	cobW	ArsA_ATPase	97.28	8.3e-09	45.22	36	22	96.12	4.1e-07	44.0	36	22	1.2561111111111112	1.2222222222222223
316	cobW	6PF2K	96.46	4.7e-09	43.55	21	29	95.29	8.9e-08	41.87	20	30	2.0738095238095235	2.0934999999999997
317	cobW	ResIII	95.8	4.0999999999999997e-08	36.07	20	30	95.95	3e-08	35.32	20	30	1.8035	1.766
318	cobW	ADK	95.62	2.7e-08	38.93	18	33	94.31	2.2e-07	37.25	18	33	2.162777777777778	2.0694444444444446
319	cobW	Myosin_head	88.18	1.3000000000000001e-05	34.67	20	35	78.35	4.9e-05	38.35	20	35	1.7335	1.9175
320	cobW	MutS_V	94.69	2e-07	35.2	19	32	94.17	3.5e-07	35.91	19	32	1.8526315789473686	1.89
321	cobW	AAA_30	94.52	3.4e-07	35.43	19	37	92.03	2.3e-06	35.45	19	37	1.8647368421052632	1.8657894736842107
322	cobW	AAA	95.85	2.5e-08	36.14	20	30	95.88	2.5e-08	35.4	20	30	1.807	1.77
323	cobW	GBP	97.81	1.1999999999999999e-11	56.8	21	29	96.95	2.0999999999999998e-09	54.77	22	27	2.7047619047619045	2.4895454545454547
324	cobW	SKI	93.77	4.8e-07	32.46	14	43	91.37	2.3e-06	30.85	14	43	2.3185714285714285	2.2035714285714287
325	cobW	PIF1	94.64	7.2e-07	36.8	20	35	91.52	6.3e-06	36.56	20	35	1.8399999999999999	1.828
326	cobW	AAA_8	95.18	1.3e-07	38.58	20	30	92.86	1.4e-06	37.87	20	30	1.9289999999999998	1.8935
327	cobW	AAA_2	95.14	1.7e-07	35.05	21	29	94.28	5.2e-07	34.36	20	30	1.669047619047619	1.718
328	cobW	AAA_7	95.66	5e-08	40.17	21	33	94.12	5e-07	38.42	21	33	1.912857142857143	1.8295238095238096
329	cobW	AAA_6	95.25	7.7e-08	38.47	20	25	93.4	7e-07	37.15	20	25	1.9235	1.8575
330	cobW	AAA_5	95.97	2.4e-08	37.92	20	20	95.33	9.8e-08	36.52	20	20	1.8960000000000001	1.826
331	cobW	ABC_tran	92.82	2e-06	29.41	21	48	89.32	1e-05	26.64	21	48	1.4004761904761904	1.2685714285714287
332	cobW	Rad51	94.87	2.4e-07	36.88	20	35	92.89	1.6e-06	36.31	21	33	1.844	1.7290476190476192
333	cobW	NB-ARC	95.58	5.7e-08	40.24	21	29	94.3	4e-07	39.38	20	30	1.9161904761904762	1.969
334	cobW	CLP1_P	97.53	1.7000000000000001e-09	44.25	32	31	97.01	1.7e-08	44.73	32	31	1.3828125	1.3978125
335	cobW	MMR_HSR1	98.39	3.4e-13	54.74	20	20	98.37	3.1e-13	55.02	20	20	2.737	2.7510000000000003
336	cobW	MCM	95.2	1.2e-07	39.66	20	25	92.4	1.9e-06	37.98	19	26	1.9829999999999999	1.9989473684210524
337	cobW	dNK	96.59	2.2e-09	44.34	20	40	95.76	2.6e-08	42.85	20	40	2.217	2.1425
338	cobW	AAA_19	95.0	2.4e-07	32.45	20	65	94.82	3.2e-07	32.13	20	65	1.6225	1.6065
339	cobW	AAA_18	96.5	2.9e-09	42.69	20	35	95.82	2.2000000000000002e-08	41.48	20	35	2.1345	2.074
340	cobW	TIP49	94.56	3.7e-07	39.2	20	25	88.09	1e-05	38.87	20	25	1.9600000000000002	1.9434999999999998
341	cobW	AAA_11	94.04	1.7e-06	32.22	19	26	91.83	7.000000000000001e-06	31.61	19	26	1.6957894736842105	1.6636842105263157
342	cobW	APS_kinase	96.03	3.9e-08	37.23	20	35	95.42	1.4e-07	37.27	20	35	1.8615	1.8635000000000002
343	cobW	AAA_16	95.77	4.2e-08	37.67	21	38	95.71	4.9e-08	37.47	21	38	1.793809523809524	1.7842857142857143
344	ParA	ATP-synt_ab	90.38	1.2e-05	34.02	36	25	90.23	1.3000000000000001e-05	33.08	36	25	0.9450000000000001	0.9188888888888889
345	ParA	DNA_pol3_delta2	83.07	4.8e-05	33.46	25	28	72.59	0.00014	33.72	26	27	1.3384	1.2969230769230768
346	ParA	Thymidylate_kin	91.2	6.6e-06	34.13	25	28	91.68	6e-06	32.71	24	29	1.3652000000000002	1.3629166666666668
347	ParA	Helicase_RecD	84.59	4.5e-05	28.72	23	30	89.29	1.8e-05	28.44	23	30	1.248695652173913	1.2365217391304348
348	ParA	AAA_22	93.89	2.6e-06	33.47	38	24	95.93	1.7e-07	34.33	38	24	0.8807894736842105	0.9034210526315789
349	ParA	AAA_23	83.77	3.7e-05	32.16	24	29	75.5	0.00011	30.55	25	28	1.3399999999999999	1.222
350	ParA	AAA_21	57.7	0.00033	27.25	19	37	54.99	0.00042	25.97	20	35	1.4342105263157894	1.2985
351	ParA	AAA_25	93.77	1.8000000000000001e-06	37.37	36	28	94.46	1e-06	36.78	35	29	1.0380555555555555	1.050857142857143
352	ParA	AIG1	60.63	0.00031	26.64	21	29	61.6	0.00029	26.71	21	29	1.2685714285714287	1.2719047619047619
353	ParA	TK	93.65	2.5e-06	36.27	37	22	93.99	2e-06	35.95	37	22	0.9802702702702704	0.9716216216216217
354	ParA	ArsA_ATPase	99.49	3e-19	113.57	49	27	99.33	1.2e-17	112.72	49	27	2.3177551020408163	2.300408163265306
355	ParA	6PF2K	93.41	2.1000000000000002e-06	38.31	34	21	92.97	3.1e-06	37.15	35	20	1.1267647058823531	1.0614285714285714
356	ParA	ADK	79.99	3.9e-05	30.29	18	33	81.42	3.4e-05	29.51	18	33	1.6827777777777777	1.6394444444444445
357	ParA	Myosin_head	53.09	0.00058	31.21	25	20	41.89	0.0008900000000000001	32.88	25	20	1.2484	1.3152000000000001
358	ParA	MutS_V	54.95	0.00041	24.92	20	25	64.39	0.00022999999999999998	25.13	19	26	1.246	1.3226315789473684
359	ParA	AAA_30	74.67	0.00013000000000000002	28.76	23	22	73.47	0.00013000000000000002	29.01	23	22	1.2504347826086957	1.261304347826087
360	ParA	AAA_33	89.33	6.8e-06	32.14	21	33	92.39	2e-06	31.47	23	30	1.5304761904761905	1.3682608695652174
361	ParA	AAA	87.55	2.2e-05	28.86	20	25	91.93	7.2999999999999996e-06	27.96	20	25	1.443	1.3980000000000001
362	ParA	ATP_bind_1	97.46	7.099999999999999e-10	58.32	36	25	97.2	3e-09	55.34	36	25	1.62	1.5372222222222223
363	ParA	CTP_synth_N	92.81	4e-06	38.39	40	20	89.06	1.7e-05	38.52	41	20	0.95975	0.9395121951219513
364	ParA	GBP	45.26	0.0009699999999999999	25.23	22	23	46.8	0.00081	26.5	23	22	1.1468181818181817	1.1521739130434783
365	ParA	SKI	84.23	2.1e-05	30.61	16	31	86.03	1.6e-05	29.63	16	31	1.913125	1.851875
366	ParA	PIF1	91.33	7.499999999999999e-06	38.38	35	20	89.99	1.2e-05	37.98	35	20	1.0965714285714288	1.085142857142857
367	ParA	AAA_8	72.78	0.00021	28.69	32	22	75.88	0.00015	29.76	32	22	0.8965625	0.93
368	ParA	AAA_2	92.04	6.5000000000000004e-06	33.86	37	24	93.25	3.5000000000000004e-06	33.28	37	24	0.9151351351351351	0.8994594594594595
369	ParA	AAA_6	83.55	6.4e-05	30.48	33	24	85.91	4.3e-05	30.85	33	24	0.9236363636363637	0.9348484848484849
370	ParA	NB-ARC	84.41	6.500000000000001e-05	31.39	24	25	87.51	4.1e-05	31.75	25	28	1.3079166666666666	1.27
371	ParA	Dynamin_N	84.74	0.00011	28.2	20	35	88.49	5.1e-05	29.16	20	35	1.41	1.458
372	ParA	CLP1_P	98.79	3.7e-15	83.11	36	31	98.63	2.4e-14	79.33	36	31	2.308611111111111	2.203611111111111
373	ParA	MMR_HSR1	74.15	0.00011999999999999999	24.81	20	20	84.39	3.7e-05	25.11	20	20	1.2405	1.2555
374	ParA	dNK	88.9	8.5e-06	34.36	21	29	88.98	8.8e-06	33.37	21	29	1.6361904761904762	1.5890476190476188
375	ParA	AAA_19	92.6	6.4e-06	31.93	34	26	94.08	2.7000000000000004e-06	30.81	33	27	0.9391176470588235	0.9336363636363636
376	ParA	AAA_18	89.23	6e-06	34.22	20	35	90.04	4.8e-06	33.33	20	35	1.7109999999999999	1.6664999999999999
377	ParA	TIP49	62.03	0.00033	30.14	24	25	45.67	0.0007599999999999999	30.38	24	25	1.2558333333333334	1.2658333333333334
378	ParA	APS_kinase	94.61	6.9e-07	38.48	39	41	95.07	3.9e-07	38.29	39	41	0.9866666666666666	0.9817948717948718
379	ParA	AAA_16	90.74	1.3000000000000001e-05	32.19	34	24	93.08	5.5e-06	31.11	35	26	0.9467647058823528	0.8888571428571428
380	ATP_bind_1	Thymidylate_kin	95.22	2e-07	42.53	21	38	95.89	4.5e-08	43.14	22	36	2.0252380952380955	1.960909090909091
381	ATP_bind_1	Helicase_RecD	91.83	5.3e-06	33.79	22	23	94.48	7.9e-07	34.64	22	23	1.535909090909091	1.5745454545454545
382	ATP_bind_1	AAA_22	94.91	3.3e-07	38.26	21	24	96.34	1.7e-08	38.48	21	24	1.821904761904762	1.8323809523809522
383	ATP_bind_1	AAA_23	95.12	7.7e-08	47.21	21	29	93.45	5.7e-07	43.55	22	27	2.248095238095238	1.9795454545454545
384	ATP_bind_1	AAA_21	94.52	1.4e-07	46.5	16	50	93.71	3.5e-07	42.36	16	50	2.90625	2.6475
385	ATP_bind_1	AAA_25	93.99	7.3e-07	39.76	21	24	94.98	2.3e-07	40.06	21	24	1.8933333333333333	1.9076190476190478
386	ATP_bind_1	Microtub_bd	33.81	0.00058	24.56	14	21	29.22	0.00078	24.19	14	21	1.7542857142857142	1.727857142857143
387	ATP_bind_1	TK	94.97	2.2e-07	42.2	33	24	95.39	1.3e-07	42.0	33	24	1.2787878787878788	1.2727272727272727
388	ATP_bind_1	ArsA_ATPase	96.65	2.8e-07	46.5	34	32	94.39	5e-07	47.51	34	32	1.3676470588235294	1.3973529411764705
389	ATP_bind_1	6PF2K	94.21	4.1e-07	42.57	21	24	94.76	2.1e-07	43.52	21	24	2.027142857142857	2.0723809523809527
390	ATP_bind_1	ADK	94.44	2.8e-07	41.99	20	25	95.34	7.299999999999999e-08	42.77	20	25	2.0995	2.1385
391	ATP_bind_1	Myosin_head	61.41	0.0002	34.39	21	24	62.35	0.00016	38.5	21	24	1.6376190476190478	1.8333333333333333
392	ATP_bind_1	MutS_V	92.71	1.2e-06	38.56	21	33	94.0	4.5e-07	38.48	21	33	1.8361904761904764	1.8323809523809522
393	ATP_bind_1	AAA_30	88.74	6.1e-06	36.27	17	41	89.92	4.1e-06	37.41	17	41	2.133529411764706	2.2005882352941173
394	ATP_bind_1	AAA_33	94.75	1.5e-07	40.87	20	20	96.06	1.2e-08	41.26	20	20	2.0435	2.0629999999999997
395	ATP_bind_1	GBP	96.35	6.8000000000000005e-09	54.31	19	26	95.94	2.2000000000000002e-08	53.5	19	26	2.858421052631579	2.8157894736842106
396	ATP_bind_1	SKI	90.61	3.6000000000000003e-06	34.89	16	31	92.98	1.1e-06	35.26	16	31	2.180625	2.20375
397	ATP_bind_1	PIF1	92.07	3.2e-06	40.9	29	28	92.21	2.8e-06	41.89	29	28	1.410344827586207	1.4444827586206896
398	ATP_bind_1	AAA_8	89.66	4.4e-06	38.35	20	25	91.09	2.4e-06	39.88	20	25	1.9175	1.9940000000000002
399	ATP_bind_1	AAA_2	93.07	1.4e-06	37.63	21	24	94.59	3.6e-07	38.1	21	24	1.7919047619047621	1.8142857142857143
400	ATP_bind_1	AAA_7	93.38	7.2e-07	42.34	22	32	93.88	4.8e-07	41.76	21	33	1.9245454545454548	1.9885714285714284
401	ATP_bind_1	AAA_6	93.01	2.1000000000000002e-06	38.86	20	25	93.95	1e-06	39.53	20	25	1.943	1.9765000000000001
402	ATP_bind_1	ABC_tran	85.39	9.5e-06	32.14	21	29	80.69	2.3e-05	27.66	21	29	1.5304761904761905	1.3171428571428572
