	sim_dom1	sim_dom2	prob1	pval1	score1	aligned_cols1	ident_perc1	prob2	pval2	score2	aligned_cols2	ident_perc2
264	POT1	MCM_OB	13.26	0.0061	17.16	20	15	11.25	0.0077	16.79	20	15
265	POT1	Rrp44_S1	0.65	0.12	9.68	6	0	0.44	0.17	9.17	6	0
266	OB_NTP_bind	Rep-A_N	0.06	0.77	4.97	1	0	0.07	0.69	4.92	1	0
267	OB_NTP_bind	Rep_fac-A_C	0.05	0.83	5.18	6	33	0.04	0.88	4.14	1	0
268	OB_NTP_bind	Ribosomal_S17	0.12	0.47	5.77	1	0	0.15	0.38	6.11	4	50
269	OB_NTP_bind	Rrp44_CSD1	0.07	0.72	6.05	8	38	0.07	0.69	5.57	8	38
270	OB_NTP_bind	DNA_ligase_A_C	0.07	0.7	4.65	1	0	0.09	0.6	4.94	1	0
271	OB_NTP_bind	Ribosomal_S28e	0.09	0.59	5.97	6	0	0.11	0.51	6.00	9	11
272	OB_NTP_bind	Ribosomal_L2	0.08	0.61	5.03	1	0	0.13	0.45	5.66	1	0
273	OB_NTP_bind	tRNA_anti-codon	0.06	0.74	3.78	1	0	0.06	0.78	3.80	1	0
274	OB_NTP_bind	MCM_OB	0.08	0.63	5.78	1	0	0.08	0.63	5.37	1	0
275	OB_NTP_bind	Rrp44_S1	0.04	0.9	3.51	3	33	0.04	0.88	3.46	1	0
276	Rep-A_N	Rep_fac-A_C	8.75	0.016	15.35	19	16	15.81	0.009	16.54	22	14
277	Rep-A_N	Ribosomal_S17	1.70	0.053	11.06	14	14	1.24	0.07	10.62	10	20
278	Rep-A_N	CSD	0.14	0.4	5.98	1	0	0.10	0.54	5.70	1	0
279	Rep-A_N	Rrp44_CSD1	0.14	0.44	8.26	1	0	0.12	0.49	7.85	1	0
280	Rep-A_N	DNA_ligase_A_C	0.12	0.46	6.52	1	0	0.08	0.66	5.69	9	22
281	Rep-A_N	Ribosomal_S28e	0.28	0.24	8.78	13	23	2.08	0.042	12.45	13	23
282	Rep-A_N	Ribosomal_L2	0.14	0.41	6.83	1	0	0.24	0.25	8.02	4	50
283	Rep-A_N	tRNA_anti-codon	46.76	0.0013	17.31	43	19	71.81	0.00028	18.51	42	19
284	Rep-A_N	MCM_OB	0.10	0.55	6.89	1	0	0.44	0.18	9.63	1	0
285	Rep-A_N	Rrp44_S1	0.78	0.1	9.82	3	0	0.47	0.15	9.03	6	0
286	Rep_fac-A_C	Ribosomal_S17	0.80	0.11	10.32	8	25	0.68	0.13	10.17	4	25
287	Rep_fac-A_C	CSD	0.34	0.19	8.20	1	0	0.40	0.17	8.65	1	0
288	Rep_fac-A_C	Rrp44_CSD1	0.32	0.28	10.14	6	17	0.07	0.7	7.10	1	0
289	Rep_fac-A_C	DNA_ligase_A_C	0.17	0.35	7.72	2	50	0.19	0.32	8.15	5	40
290	Rep_fac-A_C	Ribosomal_S28e	0.08	0.66	6.76	1	0	0.07	0.69	6.53	1	0
291	Rep_fac-A_C	Ribosomal_L2	0.17	0.35	7.69	1	0	0.16	0.36	7.83	1	0
292	Rep_fac-A_C	tRNA_anti-codon	38.32	0.0016	18.16	20	45	51.01	0.00097	17.77	20	45
293	Rep_fac-A_C	MCM_OB	17.13	0.0079	17.37	26	12	17.73	0.0072	17.42	26	12
294	Rep_fac-A_C	Rrp44_S1	0.66	0.13	10.03	1	0	0.54	0.15	9.77	1	0
295	Ribosomal_S17	CSD	13.02	0.006	13.02	12	17	13.03	0.0054	12.58	12	17
296	Ribosomal_S17	Rrp44_CSD1	6.33	0.016	14.60	14	29	10.60	0.0076	16.25	15	27
297	Ribosomal_S17	DNA_ligase_A_C	0.30	0.2	7.80	11	0	0.18	0.33	6.77	4	50
298	Ribosomal_S17	Ribosomal_S28e	64.52	0.00025	20.14	27	11	37.73	0.0007	19.21	24	13
299	Ribosomal_S17	Ribosomal_L2	5.66	0.015	12.49	8	38	10.97	0.0065	13.77	9	33
300	Ribosomal_S17	tRNA_anti-codon	5.27	0.015	11.69	13	15	7.36	0.01	11.74	11	18
301	Ribosomal_S17	MCM_OB	55.42	0.00049	20.20	14	29	37.79	0.0015	17.89	12	25
302	Ribosomal_S17	Rrp44_S1	4.19	0.018	12.24	12	25	6.43	0.011	12.80	12	25
303	CSD	Rrp44_CSD1	67.26	0.00046	19.00	33	15	52.21	0.0012	18.73	33	15
304	CSD	DNA_ligase_A_C	0.04	0.86	3.57	1	0	0.12	0.48	5.05	1	0
305	CSD	Ribosomal_S28e	0.14	0.4	6.43	1	0	1.66	0.047	10.27	11	9
306	CSD	Ribosomal_L2	4.10	0.018	10.82	9	33	4.05	0.019	10.97	9	33
307	CSD	tRNA_anti-codon	22.72	0.0026	13.15	13	23	34.02	0.0014	13.83	13	23
308	CSD	MCM_OB	9.07	0.0099	13.03	11	27	4.52	0.02	12.03	11	27
309	CSD	Rrp44_S1	55.76	0.00059	16.20	15	13	62.88	0.00044	17.11	15	13
310	Rrp44_CSD1	DNA_ligase_A_C	0.12	0.46	7.25	6	33	0.09	0.58	6.98	1	0
311	Rrp44_CSD1	Ribosomal_S28e	0.43	0.2	10.13	1	0	2.44	0.05	13.26	10	30
312	Rrp44_CSD1	Ribosomal_L2	0.71	0.13	10.40	7	57	0.93	0.1	10.86	8	50
313	Rrp44_CSD1	tRNA_anti-codon	0.26	0.24	8.16	11	27	1.28	0.069	10.74	11	27
314	Rrp44_CSD1	MCM_OB	5.25	0.019	15.95	12	42	2.00	0.064	13.01	9	56
315	Rrp44_CSD1	Rrp44_S1	3.08	0.027	13.73	17	18	3.65	0.022	13.83	16	19
316	DNA_ligase_A_C	Ribosomal_S28e	0.15	0.39	7.14	1	0	0.15	0.38	7.04	7	43
317	DNA_ligase_A_C	Ribosomal_L2	0.12	0.49	5.85	10	10	0.11	0.5	5.73	9	11
318	DNA_ligase_A_C	tRNA_anti-codon	0.28	0.22	6.88	8	13	0.39	0.16	7.59	10	10
319	DNA_ligase_A_C	MCM_OB	0.45	0.16	9.15	10	10	0.64	0.12	9.68	9	11
320	DNA_ligase_A_C	Rrp44_S1	0.07	0.69	4.87	1	0	0.07	0.67	4.94	1	0
321	Ribosomal_L2	Ribosomal_S28e	0.40	0.17	8.75	6	50	0.31	0.21	8.42	6	50
322	Ribosomal_L2	tRNA_anti-codon	1.09	0.062	9.18	5	20	0.34	0.17	7.31	7	43
323	Ribosomal_L2	MCM_OB	3.96	0.022	13.01	11	36	2.21	0.043	11.63	11	36
324	Ribosomal_L2	Rrp44_S1	0.20	0.3	6.91	7	57	0.89	0.063	9.80	10	40
325	tRNA_anti-codon	Ribosomal_S28e	0.95	0.074	9.31	12	8	1.43	0.054	10.14	12	8
326	tRNA_anti-codon	MCM_OB	80.65	0.00015	20.21	19	26	64.60	0.00058	19.16	19	26
327	tRNA_anti-codon	Rrp44_S1	1.08	0.061	9.08	12	17	0.68	0.092	8.46	12	17
328	MCM_OB	Ribosomal_S28e	5.19	0.019	13.62	14	21	15.13	0.0046	16.98	18	17
329	MCM_OB	Rrp44_S1	1.33	0.067	10.82	8	38	1.03	0.084	10.42	8	38
330	Rrp44_S1	Ribosomal_S28e	0.23	0.26	7.90	1	0	0.27	0.23	8.14	1	0
331	Guanylate_kin	IIGP	95.14	1.1e-07	45.40	24	33	94.52	2.5e-07	47.84	24	33
332	Guanylate_kin	SMC_N	92.43	2.1e-06	45.29	24	38	86.39	1.4e-05	47.19	24	38
333	Guanylate_kin	ATP-synt_ab	96.49	4.9e-09	47.82	26	38	96.50	4.6e-09	48.57	26	38
334	Guanylate_kin	ArgK	95.43	6.8e-08	43.81	25	40	95.79	2.7e-08	47.24	25	40
335	Guanylate_kin	DNA_pol3_delta2	96.35	6.3e-09	50.50	25	16	95.42	5.9e-08	52.41	25	16
336	Guanylate_kin	Thymidylate_kin	98.91	1.8e-15	77.26	22	36	99.01	4.3e-16	78.42	22	36
337	Guanylate_kin	Beta-Casp	0.56	0.15	10.02	7	29	0.95	0.1	11.02	7	29
338	Guanylate_kin	SRP54	96.29	7.8e-09	45.79	26	46	96.63	2.3e-09	47.42	26	46
339	Guanylate_kin	Helicase_RecD	95.10	9e-08	39.05	22	36	95.94	1.6e-08	40.19	22	36
340	Guanylate_kin	PRK	98.72	1.5e-14	75.23	24	29	98.49	1.5e-13	74.32	24	29
341	Guanylate_kin	AAA_22	96.58	3.9e-09	43.55	25	20	97.39	1e-10	45.35	25	20
342	Guanylate_kin	AAA_23	95.96	2.1e-08	45.68	24	29	95.46	6.2e-08	46.44	24	29
343	Guanylate_kin	AAA_21	96.08	1.2e-08	47.55	19	32	96.03	1.4e-08	47.22	19	32
344	Guanylate_kin	AAA_25	96.11	1.6e-08	44.12	25	32	96.47	5.2e-09	45.75	25	32
345	Guanylate_kin	AIG1	95.71	3.7e-08	43.86	23	35	95.90	2.2e-08	46.43	23	35
346	Guanylate_kin	TK	96.52	4.1e-09	46.65	26	38	96.57	3.3e-09	47.55	25	40
347	Guanylate_kin	ArsA_ATPase	93.00	1.2e-06	39.01	25	24	92.39	1.6e-06	42.05	25	24
348	Guanylate_kin	Adenylsucc_synt	0.51	0.23	12.86	10	40	0.64	0.16	13.83	12	33
349	Guanylate_kin	6PF2K	98.66	1.1e-14	75.98	27	26	98.62	1.2e-14	78.25	28	25
350	Guanylate_kin	KTI12	98.97	7.3e-16	84.83	26	38	98.64	3.5e-14	83.18	26	38
351	Guanylate_kin	AAA_30	95.78	3.5e-08	44.03	22	27	95.62	4.7e-08	45.49	22	27
352	Guanylate_kin	CoaE	98.88	5.5e-16	80.13	55	16	98.90	3.6e-16	81.92	55	16
353	Guanylate_kin	cobW	96.29	7.8e-09	44.62	22	36	97.03	4.6e-10	46.70	22	36
354	Guanylate_kin	ParA	93.56	7.9e-07	38.08	27	33	93.17	1e-06	38.75	27	33
355	Guanylate_kin	ATP_bind_1	95.46	4.1e-08	44.63	20	30	94.97	9.5e-08	44.63	20	30
356	Guanylate_kin	CTP_synth_N	32.85	0.0015	23.04	23	22	23.45	0.0023	23.98	24	21
357	Guanylate_kin	SKI	98.62	2.1e-14	70.46	65	18	98.72	6.8e-15	70.46	66	18
358	Guanylate_kin	PIF1	95.64	4.2e-08	47.02	26	31	95.35	7e-08	48.74	26	31
359	Guanylate_kin	AAA_2	96.12	1.7e-08	43.46	25	32	96.53	4.4e-09	44.87	25	32
360	Guanylate_kin	Rad51	95.88	2.7e-08	45.48	25	24	95.89	2.6e-08	46.66	25	24
361	Guanylate_kin	NB-ARC	96.06	1.3e-08	47.71	25	24	96.19	8.5e-09	48.95	25	24
362	Guanylate_kin	Helicase_C_2	1.19	0.074	12.66	9	22	0.75	0.12	11.71	8	13
363	Guanylate_kin	CLP1_P	94.69	1.6e-07	39.66	19	26	94.62	1.7e-07	41.14	19	26
364	Guanylate_kin	MCM	96.37	6.9e-09	50.17	25	40	96.14	1.3e-08	50.77	26	38
365	Guanylate_kin	IPPT	3.89	0.04	15.34	18	28	3.56	0.037	16.14	18	28
366	Guanylate_kin	UvrD_C_2	0.09	0.59	3.34	1	0	0.05	0.82	4.00	1	0
367	Guanylate_kin	dNK	99.03	6.5e-16	80.90	23	43	99.07	3.3e-16	82.71	23	43
368	Guanylate_kin	AAA_19	95.96	3e-08	40.01	24	33	96.65	3.5e-09	41.28	25	36
369	Guanylate_kin	TIP49	95.86	3.1e-08	49.01	26	31	94.69	2.2e-07	51.30	26	31
370	Guanylate_kin	APS_kinase	98.25	7.4e-13	63.46	27	30	98.35	3.2e-13	64.82	27	30
371	Guanylate_kin	AAA_16	96.37	6.6e-09	45.39	25	36	97.00	5.6e-10	46.85	25	36
372	SMC_N	IIGP	63.91	0.00014	45.65	21	33	72.76	7.1e-05	45.00	21	33
373	SMC_N	DEAD	39.12	0.001	31.57	23	17	64.18	0.00037	28.93	21	19
374	SMC_N	ATP-synt_ab	84.03	2.9e-05	45.99	28	21	91.64	4.3e-06	45.00	28	21
375	SMC_N	ArgK	55.67	0.00033	39.51	25	36	73.94	0.0001	38.67	25	36
376	SMC_N	DNA_pol3_delta2	72.17	0.00011	44.25	27	15	72.58	0.0001	44.31	28	14
377	SMC_N	Thymidylate_kin	81.76	2e-05	45.55	22	27	91.69	1.8e-06	44.36	22	27
378	SMC_N	Beta-Casp	0.11	0.65	10.01	8	13	0.07	0.82	9.79	6	17
379	SMC_N	SRP54	69.40	0.00014	39.61	25	20	85.61	2.7e-05	38.07	25	20
380	SMC_N	G-alpha	56.40	0.00027	42.32	24	25	71.39	9.8e-05	42.96	24	25
381	SMC_N	SRPRB	69.48	0.0001	41.13	20	40	82.57	2.7e-05	40.24	20	40
382	SMC_N	GTP_EFTU	59.72	0.00022	41.66	25	28	68.09	0.00013	40.62	25	28
383	SMC_N	Helicase_RecD	62.31	0.00015	37.56	22	32	85.99	1.4e-05	36.69	22	32
384	SMC_N	PRK	90.08	4.2e-06	52.56	24	25	93.98	4.5e-07	53.22	24	25
385	SMC_N	AAA_22	86.92	1.5e-05	42.81	26	19	94.97	2.8e-07	41.69	25	20
386	SMC_N	AAA_23	98.97	1.2e-15	127.36	49	24	99.23	2.9e-17	124.05	49	24
387	SMC_N	AAA_21	96.84	2e-09	81.89	69	19	97.67	3.9e-11	78.18	69	19
388	SMC_N	AAA_25	83.01	3e-05	44.59	26	27	92.18	2.9e-06	43.64	26	27
389	SMC_N	Kinesin	3.70	0.012	28.70	14	36	2.86	0.02	26.17	13	38
390	SMC_N	Microtub_bd	11.07	0.0049	27.91	15	33	10.19	0.0052	26.02	15	33
391	SMC_N	AIG1	72.03	7.9e-05	42.98	19	37	84.99	1.8e-05	42.30	19	37
392	SMC_N	TK	84.14	2.5e-05	44.67	25	32	90.95	5.1e-06	42.75	25	32
393	SMC_N	ArsA_ATPase	20.29	0.0031	33.16	25	16	28.83	0.0018	33.36	25	16
394	SMC_N	Adenylsucc_synt	0.12	0.74	13.19	1	0	0.09	0.84	12.09	1	0
395	SMC_N	6PF2K	80.61	3.9e-05	45.29	26	15	88.73	9.9e-06	43.69	25	16
396	SMC_N	SNF2_N	3.37	0.025	26.28	23	17	3.15	0.031	24.74	22	18
397	SMC_N	ResIII	83.38	2.8e-05	42.09	27	19	94.12	7.8e-07	40.48	26	19
398	SMC_N	ADK	68.75	8.7e-05	41.02	21	24	84.89	1.5e-05	39.68	21	24
399	SMC_N	Myosin_head	17.41	0.0039	36.95	23	22	29.92	0.0015	40.57	21	24
400	SMC_N	Sulfotransfer_3	1.06	0.1	18.47	18	28	1.24	0.1	18.03	17	29
401	SMC_N	KTI12	74.51	8.2e-05	44.79	25	28	80.57	4.4e-05	43.32	25	28
402	SMC_N	Sulfotransfer_1	0.57	0.27	15.12	23	17	0.48	0.35	14.60	20	20
403	SMC_N	MutS_V	94.82	5.1e-07	58.02	76	16	96.13	6.4e-08	52.95	76	16
404	SMC_N	AAA_30	67.51	0.00014	41.00	23	35	80.79	4.3e-05	40.42	23	35
405	SMC_N	AAA_33	85.54	1.6e-05	43.76	24	29	94.03	5.9e-07	42.26	24	29
406	SMC_N	Ras	73.69	7.1e-05	40.32	20	30	91.29	3.4e-06	39.92	20	30
407	SMC_N	CoaE	84.58	1.9e-05	46.01	25	24	91.05	3.9e-06	43.94	25	24
408	SMC_N	cobW	76.88	5.5e-05	41.58	21	33	90.88	4.7e-06	39.37	20	35
409	SMC_N	AAA	81.72	3.3e-05	40.50	22	27	93.57	1.1e-06	39.33	22	27
410	SMC_N	ParA	16.78	0.0044	30.17	24	21	34.75	0.0015	30.81	23	22
411	SMC_N	Helicase_C	0.29	0.37	11.48	5	20	0.26	0.44	11.94	6	17
412	SMC_N	ATP_bind_1	70.53	7.2e-05	44.41	22	27	88.73	5.3e-06	47.26	22	27
413	SMC_N	CTP_synth_N	2.20	0.093	21.04	24	25	1.72	0.13	19.80	24	25
414	SMC_N	GBP	62.95	0.00018	41.90	22	32	74.58	7.7e-05	41.65	22	32
415	SMC_N	SKI	44.43	0.00048	34.11	17	24	68.04	0.00012	32.74	17	24
416	SMC_N	PIF1	64.05	0.00019	43.92	28	21	77.85	6.4e-05	43.41	28	21
417	SMC_N	AAA_8	76.41	5.5e-05	45.99	30	23	86.27	1.7e-05	44.66	29	24
418	SMC_N	AAA_2	70.43	0.00013	39.10	25	32	87.96	1.6e-05	38.33	24	33
419	SMC_N	AAA_7	75.39	6.2e-05	45.34	27	26	87.44	1.2e-05	43.74	26	27
420	SMC_N	AAA_6	74.00	6.7e-05	43.88	25	28	86.17	1.5e-05	42.41	25	28
421	SMC_N	AAA_5	74.29	7.5e-05	40.00	21	24	88.97	9.3e-06	38.43	21	24
422	SMC_N	ABC_tran	90.42	5.7e-06	47.55	33	24	94.11	9e-07	42.32	33	24
423	SMC_N	Rad51	78.30	5.6e-05	45.32	28	25	88.77	1.1e-05	44.46	28	25
424	SMC_N	NB-ARC	64.96	0.00016	42.49	25	16	81.01	4.1e-05	40.80	25	16
425	SMC_N	Helicase_C_2	0.04	0.9	8.57	1	0	0.07	0.85	10.04	1	0
426	SMC_N	Dynamin_N	81.93	2.4e-05	45.67	21	33	90.94	3.1e-06	44.54	21	33
427	SMC_N	Arf	65.36	0.00014	39.12	21	24	87.44	1.2e-05	38.86	21	24
428	SMC_N	CLP1_P	60.75	0.00019	38.76	21	24	75.30	6.6e-05	37.83	20	25
429	SMC_N	MMR_HSR1	83.12	2.3e-05	40.43	20	35	93.26	1.1e-06	39.27	20	35
430	SMC_N	MCM	69.15	0.00012	44.53	25	24	81.54	3.9e-05	43.21	25	24
431	SMC_N	IPPT	0.27	0.32	15.83	19	21	0.14	0.57	13.36	19	21
432	SMC_N	UvrD_C_2	0.09	0.61	6.33	1	0	0.02	0.99	6.52	1	0
433	SMC_N	Roc	64.85	0.00016	34.99	20	30	84.19	2.9e-05	31.96	20	30
434	SMC_N	dNK	83.06	2.4e-05	46.09	23	48	91.16	3.6e-06	44.64	23	48
435	SMC_N	AAA_19	82.30	3.6e-05	40.63	27	26	93.10	2.1e-06	39.31	26	27
436	SMC_N	AAA_18	83.66	1.9e-05	45.47	23	35	91.97	2.1e-06	44.17	23	35
437	SMC_N	TIP49	61.36	0.00024	43.77	25	24	63.08	0.00021	43.88	25	24
438	SMC_N	AAA_12	0.03	0.98	7.57	1	0	0.02	0.99	7.69	1	0
439	SMC_N	AAA_11	59.37	0.00027	38.68	23	26	83.04	3.7e-05	39.24	23	26
440	SMC_N	APS_kinase	75.18	8.4e-05	39.91	25	28	88.91	1.1e-05	39.44	24	29
441	SMC_N	AAA_16	84.81	2.1e-05	45.27	26	27	93.80	9e-07	43.68	26	27
442	DEAD	IIGP	70.56	0.00015	25.91	21	19	60.03	0.00027	28.07	21	19
443	DEAD	ATP-synt_ab	96.37	2.9e-07	34.76	25	16	95.84	1.4e-06	34.68	25	16
444	DEAD	ArgK	88.43	5.2e-05	26.15	23	17	86.34	4.6e-05	28.85	24	17
445	DEAD	DNA_pol3_delta2	96.61	2.2e-07	37.90	24	13	95.89	1.2e-06	41.82	25	12
446	DEAD	Thymidylate_kin	90.92	3.9e-06	28.91	18	28	90.15	4.9e-06	30.09	18	28
447	DEAD	Beta-Casp	0.60	0.13	9.50	3	33	0.55	0.14	9.45	3	33
448	DEAD	SRP54	92.86	1.6e-05	26.60	23	26	92.75	4.8e-06	30.43	25	28
449	DEAD	Helicase_RecD	98.01	7e-11	47.53	42	17	97.90	1.4e-10	47.45	42	17
450	DEAD	PRK	90.89	7.2e-06	28.99	19	11	88.09	1.4e-05	30.93	20	10
451	DEAD	AAA_22	97.25	9.5e-09	37.13	23	13	97.30	6.6e-09	36.84	23	13
452	DEAD	AAA_23	91.00	8.5e-06	29.19	23	17	87.80	1.8e-05	31.49	26	15
453	DEAD	AAA_21	85.81	2.2e-05	27.76	18	17	83.71	2.8e-05	29.14	18	17
454	DEAD	AAA_25	95.32	1.9e-06	30.42	23	35	95.11	3.2e-06	31.18	23	35
455	DEAD	AIG1	81.65	5.4e-05	25.26	21	19	78.30	7.2e-05	26.98	21	19
456	DEAD	TK	96.86	7.5e-09	40.21	36	11	96.38	3e-08	41.19	24	17
457	DEAD	ArsA_ATPase	88.85	2.8e-05	28.51	33	24	77.84	0.00013	29.25	33	24
458	DEAD	Adenylsucc_synt	0.17	0.48	10.24	9	22	0.26	0.35	10.33	8	13
459	DEAD	6PF2K	91.99	4.2e-06	30.01	22	14	90.69	6.2e-06	32.19	23	13
460	DEAD	KTI12	93.17	4e-06	31.49	21	19	89.81	1.4e-05	33.16	21	19
461	DEAD	AAA_30	98.11	4.1e-11	51.62	35	26	97.45	1.6e-09	51.18	35	26
462	DEAD	CoaE	91.05	5.3e-06	28.57	19	16	90.26	6.2e-06	30.64	20	15
463	DEAD	cobW	87.03	2.1e-05	25.25	19	21	90.02	8.9e-06	27.00	19	21
464	DEAD	ParA	86.50	5.6e-05	25.73	32	16	81.17	0.0001	26.89	33	15
465	DEAD	ATP_bind_1	89.08	1.4e-05	28.43	19	11	83.07	4.2e-05	29.15	19	11
466	DEAD	CTP_synth_N	2.84	0.054	14.18	10	30	5.48	0.033	15.80	19	21
467	DEAD	SKI	79.68	5.4e-05	23.40	13	31	77.45	6.5e-05	24.09	14	29
468	DEAD	PIF1	97.78	1.2e-10	53.35	53	19	97.06	3.6e-09	54.20	53	19
469	DEAD	AAA_2	96.95	4.1e-08	36.91	23	26	96.67	1.2e-07	36.80	23	26
470	DEAD	Rad51	94.30	7.6e-06	29.58	25	20	89.80	1.9e-05	30.39	25	20
471	DEAD	NB-ARC	94.69	3.5e-06	31.50	22	18	86.90	1.6e-05	30.72	23	17
472	DEAD	Helicase_C_2	11.18	0.011	15.08	23	17	10.05	0.014	15.61	23	17
473	DEAD	CLP1_P	91.53	7.2e-06	28.22	29	17	89.13	1.4e-05	29.93	29	17
474	DEAD	MCM	91.89	3.6e-06	32.21	20	15	87.60	1.4e-05	32.82	21	14
475	DEAD	IPPT	2.01	0.065	13.09	12	17	1.26	0.099	12.46	13	15
476	DEAD	UvrD_C_2	0.53	0.11	5.93	1	0	0.30	0.2	5.91	1	0
477	DEAD	dNK	92.70	2.2e-06	30.64	19	32	91.89	3.1e-06	32.42	20	30
478	DEAD	AAA_19	98.32	9.6e-12	49.58	50	20	98.34	7e-12	50.76	50	20
479	DEAD	TIP49	89.93	1.1e-05	31.73	22	18	79.51	6.1e-05	33.67	22	18
480	DEAD	APS_kinase	90.84	1.7e-05	25.70	21	14	91.16	1.1e-05	28.21	21	14
481	DEAD	AAA_16	92.08	1e-05	26.84	22	18	92.77	6.4e-06	27.96	22	18
482	ArgK	IIGP	99.11	9.6e-16	96.67	174	12	98.84	3.2e-14	94.75	174	12
483	ArgK	ATP-synt_ab	93.34	1.9e-06	38.42	27	26	92.32	4.1e-06	36.01	26	27
484	ArgK	DNA_pol3_delta2	93.80	2e-06	41.16	26	15	89.84	1.4e-05	40.23	26	15
485	ArgK	Thymidylate_kin	94.17	5.9e-07	39.84	21	38	94.19	6.4e-07	37.77	22	36
486	ArgK	Beta-Casp	0.35	0.24	9.85	1	0	1.55	0.079	12.57	4	0
487	ArgK	SRP54	98.59	1.2e-12	70.42	38	26	98.60	1.7e-12	65.74	39	26
488	ArgK	G-alpha	98.57	6.3e-14	84.81	108	14	98.32	1.6e-12	82.12	108	14
489	ArgK	SRPRB	98.29	2.6e-12	68.90	22	27	98.26	3.4e-12	68.53	23	26
490	ArgK	GTP_EFTU	99.08	6.7e-16	93.46	61	25	98.87	1.1e-14	92.61	61	25
491	ArgK	Helicase_RecD	90.52	8.3e-06	32.65	23	26	92.04	5e-06	31.22	23	26
492	ArgK	PRK	95.94	4.8e-08	47.27	30	33	95.50	1.3e-07	45.82	30	33
493	ArgK	AAA_22	95.50	2.7e-07	38.48	28	29	96.39	4.3e-08	37.10	26	27
494	ArgK	AAA_23	92.64	2.2e-06	38.97	25	32	91.46	4.1e-06	38.91	25	32
495	ArgK	AAA_21	91.03	2.9e-06	38.95	19	42	91.15	2.8e-06	37.85	18	44
496	ArgK	AAA_25	94.21	1.2e-06	38.47	26	23	94.45	1e-06	37.19	26	23
497	ArgK	Kinesin	11.95	0.0052	22.37	21	24	9.93	0.0099	21.62	22	27
498	ArgK	Microtub_bd	36.30	0.0011	22.88	21	19	30.57	0.0016	22.62	21	19
499	ArgK	AIG1	98.77	2.1e-14	81.77	132	15	98.72	4.2e-14	80.16	21	29
500	ArgK	TK	95.37	2.6e-07	41.53	34	21	95.15	5.3e-07	39.16	35	20
501	ArgK	ArsA_ATPase	97.96	5.7e-10	61.43	37	30	97.55	5.1e-09	60.15	37	30
502	ArgK	Adenylsucc_synt	0.50	0.24	13.80	13	23	0.95	0.11	16.22	15	20
503	ArgK	6PF2K	95.54	1.3e-07	45.05	28	25	95.13	2.9e-07	42.99	28	25
504	ArgK	SNF2_N	23.76	0.0039	23.23	22	14	14.74	0.0075	22.29	21	14
505	ArgK	ResIII	95.36	5.3e-07	37.91	28	11	96.26	1.1e-07	36.11	28	11
506	ArgK	ADK	92.17	1.4e-06	38.02	20	40	91.38	2.3e-06	35.61	19	37
507	ArgK	Myosin_head	81.21	0.00011	35.74	29	17	73.82	0.00019	38.22	30	17
508	ArgK	Sulfotransfer_3	31.07	0.0016	22.72	19	26	24.51	0.0026	21.45	19	26
509	ArgK	KTI12	97.10	8.1e-08	48.12	35	26	96.30	1.5e-06	42.93	35	26
510	ArgK	Sulfotransfer_1	33.23	0.0014	23.34	22	23	27.76	0.0022	21.92	22	23
511	ArgK	MutS_V	87.74	1.1e-05	33.30	21	38	90.12	5.8e-06	33.29	21	38
512	ArgK	AAA_30	89.94	1.5e-05	34.01	19	42	88.44	2.4e-05	33.39	19	42
513	ArgK	AAA_33	94.98	1.3e-07	41.06	22	18	95.56	5e-08	38.76	23	22
514	ArgK	Ras	98.96	4.9e-16	85.76	103	19	99.25	5.9e-18	85.00	103	19
515	ArgK	CoaE	95.12	1.8e-07	42.83	23	43	95.10	1.9e-07	41.81	23	43
516	ArgK	cobW	98.80	6.2e-14	75.57	141	24	99.09	2e-15	73.67	63	29
517	ArgK	AAA	93.72	1.4e-06	34.94	22	23	95.03	4.1e-07	33.42	22	23
518	ArgK	ParA	98.46	2e-12	72.56	42	36	98.46	1.8e-12	73.10	42	36
519	ArgK	Helicase_C	0.13	0.45	7.30	3	0	0.13	0.45	7.77	6	17
520	ArgK	ATP_bind_1	99.22	2.7e-17	99.41	194	15	99.12	3e-16	95.07	194	15
521	ArgK	CTP_synth_N	79.32	0.00015	30.21	37	30	73.72	0.0002	32.10	38	29
522	ArgK	GBP	96.90	9.7e-09	53.07	29	24	96.53	3.5e-08	52.63	28	25
523	ArgK	SKI	87.62	9.9e-06	32.45	16	50	87.55	1.1e-05	30.68	16	50
524	ArgK	PIF1	93.47	2.3e-06	41.57	36	36	92.28	6.9e-06	39.92	36	36
525	ArgK	AAA_8	94.03	2.3e-06	39.70	26	27	93.32	4.3e-06	38.78	26	27
526	ArgK	AAA_2	94.45	9e-07	38.52	34	24	94.68	8e-07	36.68	27	26
527	ArgK	AAA_7	94.95	3.2e-07	44.15	29	34	94.63	5.6e-07	41.75	29	34
528	ArgK	AAA_6	94.53	7.5e-07	41.18	27	26	94.31	1e-06	39.73	33	21
529	ArgK	AAA_5	93.74	2.1e-06	35.84	22	14	94.02	2.1e-06	33.67	22	14
530	ArgK	ABC_tran	80.11	6e-05	27.92	24	38	75.12	0.00013	24.39	24	38
531	ArgK	Rad51	94.30	1.8e-06	39.83	29	17	93.78	3.2e-06	38.13	28	18
532	ArgK	NB-ARC	94.41	7e-07	42.65	27	19	94.31	8.4e-07	41.24	27	19
533	ArgK	Helicase_C_2	0.05	0.83	6.61	1	0	0.07	0.7	7.37	1	0
